code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
PS1632,Stat. 60 min 9h - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 3 (vert),,,60,9,17,8,1,1,1,1,1,,,,,,permit,3
PS2335,Stat. 90 min 9h - 19h LUN À VEN (fl.dr.),,,90,9,19,10,1,1,1,1,1,,,,,,,
PS2364,"Stat. int. 22h - 6h, stat. 90 min 9h - 22h (fl. ga.) EXCEPTÉ PERMIS ZONE 9 (rouge)",,,,22,,8,,,,,,,,1,,,permit,9
PS2364,"Stat. int. 22h - 6h, stat. 90 min 9h - 22h (fl. ga.) EXCEPTÉ PERMIS ZONE 9 (rouge)",,,90,9,22,13,,,,,,,,1,,,permit,9
PA7074,Arrêt int. ARRÊT D'AUTOBUS (recto et verso) RTC,,,,,,,,,,,,,,1,,,bus,
PS2261,Stat. 30 min 6h - 21h (fl. ga.),,,30,6,21,15,,,,,,,,1,,,,
PA7071,Arrêt int. ARRÊT D'AUTOBUS (fl. ga.) RTC,,,,,,,,,,,,,,1,,,bus,
PS2146,Stat. 15 min 7h - 17h LUN À VEN (fl. dou.),,,15,7,17,10,1,1,1,1,1,,,,,,,
PS2419,Stat. 60 min 8h - 20h LUN À VEN (fl. dou.),,,60,8,20,12,1,1,1,1,1,,,,,,,
PS1721,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. ga.)",,,60,9,12,3,1,1,1,1,1,,,,,,,
PS1721,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. ga.)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,,
PP2004,Stat. int. 8h - 17h LUN-MER-VEN (fl. ga.),,,,8,17,9,1,,1,,1,,,,,,,
PS2529,Stat. 60 min 8h - 20h MAR-JEU (fl. dou.),,,60,8,20,12,,1,,1,,,,,,,,
PP1305,Stat. int. 23h - 6h (fl.dr.),,,,23,,8,,,,,,,,,,,,
PP1733,Stat. int. excepté pour personnes atteintes de déficience physique (fl. dou.),,,,,,,,,,,,,,1,,,handicap,
PA7191,Arrêt int. ARRÊT D'AUTOBUS 9h - 17h (fl. ga.) RTC,,,,9,17,8,,,,,,,,1,,,bus,
PS1991,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5C (fl. ga.) (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,5C
PS1991,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5C (fl. ga.) (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,5C
PS7304,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE 3 (vert),,,,,,,,,,,,,,1,,,permit,3
PD1572,Stat. int. DÉBARCADÈRE ET bus - valises 10 min (fl. dr.),,,10,,,,,,,,,,,1,,,dropoff,
PS3163,Stat. 120 min 8h - 18h LUN À VEN (fl. dou.),,,120,8,18,10,1,1,1,1,1,,,,,,,
PS2268,Stat. 120 min 8h - 23h (fl. dr.),,,120,8,23,15,,,,,,,,1,,,,
PA7212,Arrêt int. 7h - 18h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,,7,18,11,1,1,1,1,1,,,,school,,,
PP2093,Stat. int. 10h - 10h30 LUN À VEN (fl. dou.),,,,10,10.5,0.5,1,1,1,1,1,,,,,,,
PP1386,Stat. int. 0h - 8h MARDI (fl. double),,,,0,8,8,,1,,,,,,,,,,
PS2482,Stat. 90 min 9h - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,90,9,17,8,1,1,1,1,1,,,,,,permit,7
PS2713,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 25 (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,25
PS2713,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 25 (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,25
PP1265,Stat. int. 7h30 - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,,7.5,16,8.5,1,1,1,1,1,,,,school,,,
PS3027,Stat. aux BUS 60 min (fl. ga.),,,60,,,,,,,,,,,1,,,bus,
PP1182,Stat. int. 16h - 17h30 LUN À VEN (fl. dr.),,,,16,17.5,1.5,1,1,1,1,1,,,,,,,
PA1232,Arrêt int. 7h - 9h LUN À VEN (fl. dr.),,,,7,9,2,1,1,1,1,1,,,,,,,
PA1202,Arrêt int. 15h - 17h30 LUN À VEN (fl. dr.),,,,15,17.5,2.5,1,1,1,1,1,,,,,,,
PS2265,Stat. 30 min 8h - 23h (fl. dr.),,,30,8,23,15,,,,,,,,1,,,,
PP1252,Stat. int. 8H-16H L-V remorquage (fl. dr.),,,,8,16,8,1,1,1,1,1,,,,,,,
PS1881,Stat. 90 min 9h - 17h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 4 (brun),,,90,9,17,8,1,1,1,1,1,,,,,,permit,4
PP2377,Stat. int. 1er AVRIL AU 30 NOV (fl. ga.),04-01,11-30,,,,,,,,,,,,1,,,,
PP1806,Stat. int. BUS (fl. dou.),,,,,,,,,,,,,,1,,,bus,
PP3401,Stat. int. 0h01 - 7h MAR -JEU 15 NOV AU 31 MARS (fl. ga.),11-15,03-31,,0,7,7,,1,,1,,,,,,,,
PS1042,Stat. 10 min 8h - 16h LUN À VEN (fl. dr.),,,10,8,16,8,1,1,1,1,1,,,,,,,
PP2322,Stat. int. excepté pour personnes atteintes de déficience physique 3h (fl. dr.),,,180,,,,,,,,,,,1,,,handicap,
PP1108,Stat. int. 0h - 6h MAR-JEU 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,0,6,6,,1,,1,,,,,,,,
PS2313,Stat. 60 min 9h - 21h LUN À VEN (fl. dou.),,,60,9,21,12,1,1,1,1,1,,,,,,,
PP1841,Stat. int. (fl. ga.) EXCEPTÉ PERMIS ZONE 11 - 20 min (brun),,,20,,,,,,,,,,,1,,,permit,11
PP1538,Stat. int. 8h - 19h LUN À VEN (fl. dr.),,,,8,19,11,1,1,1,1,1,,,,,,,
PS1704,Stat. 10 min 9h - 21h (fl. ga.),,,10,9,21,12,,,,,,,,1,,,,
PS7202,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-22 (orange),,,,,,,,,,,,,,1,,,permit,A3-22
PA7032,Arrêt int. ARRÊT D'AUTOBUS 15h - 19h LUN À VEN (fl. dr.) RTC,,,,15,19,4,1,1,1,1,1,,,,,,bus,
PP1853,Stat. int. EXCEPTÉ BUS (fl. dou.),,,,,,,,,,,,,,1,,,bus,
PP1060,Stat. int. DANS CETTE RUE (recto / verso),,,,,,,,,,,,,,1,,,,
PP2751,Stat. int. EXCEPTÉ VÉHICULES DE POLICE ÉCUSSONNÉS (fl. ga.),,,,,,,,,,,,,,1,,,police,
PP2672,Stat. int. (fl. dr.) EXCEPTÉ PERMIS ZONE 24 (brun),,,,,,,,,,,,,,1,,,permit,24
PP1625,Stat. int. 10h - 10h30 LUN À VEN 1er AVRIL AU 15 NOV (fl. dr.),04-01,11-15,,10,10.5,0.5,1,1,1,1,1,,,,,,,
PS7501,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-15 (jaune),,,,,,,,,,,,,,1,,,permit,A3-15
PD1184,Stat. int. DÉBARCADÈRE 15 min LUN À VEN (fl.ga.),,,15,,,,1,1,1,1,1,,,,,,dropoff,
PS2121,Stat. 60 min 9h - 17h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 23 (vert),,,60,9,17,8,1,1,1,1,1,,,,,,permit,23
PP2864,Stat. int. EXCEPTÉ VOITURIERS 17h - 23h (fl. ga.) (Ville Ancienne-Lorette),,,,17,23,6,,,,,,,,1,,,valet,
PP2692,Stat. int. 7h - 9h MER-SAM (fl. dr.),,,,7,9,2,,,1,,,1,,,,,,
PS7500,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-5 (violet),,,,,,,,,,,,,,,,,permit,A3-5
PS3065,Stat. 20 min 7h30 - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,20,7.5,16,8.5,1,1,1,1,1,,,,school,,,
PS2111,Stat. 30 min (fl. ga.),,,30,,,,,,,,,,,1,,,,
PD1552,Stat. int. DÉBARCADÈRE BUS - passagers 10 min EN AUTRE TEMPS (fl. dr.),,,10,,,,,,,,,,,1,,,dropoff,
PS1549,Stat. 120 min 8h - 17h LUN À VEN (fl. dou.),,,120,8,17,9,1,1,1,1,1,,,,,,,
PP2506,Stat. int. 7h - 8h30 LUN À VEN (fl. dou.),,,,7,8.5,1.5,1,1,1,1,1,,,,,,,
PS2718,Stat. 60 min 8h - 16h MAR-JEU (fl. dr.),,,60,8,16,8,,1,,1,,,,,,,,
PS7100,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-1 (bleu),,,,,,,,,,,,,,,,,permit,A3-1
PS1222,Stat. 15 min 9h - 17h LUN À SAM (fl. dr.),,,15,9,17,8,1,1,1,1,1,1,,,,,,
PP1005,Stat. int. 1er NOV AU 1er AVRIL (fl. dr.),11-01,04-01,,,,,,,,,,,,1,,,,
PS1891,Stat. 90 min 9h - 17h LUN À VEN (fl. ga.),,,90,9,17,8,1,1,1,1,1,,,,,,,
PP1504,Stat. int. 7h - 17h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,,7,17,10,1,1,1,1,1,,,,school,,,
PA1233,Arrêt int. 7h - 9h LUN À VEN (fl. dou.),,,,7,9,2,1,1,1,1,1,,,,,,,
PS1710,Régl. fédérale STATIONNEMENT 60 min PARKING 8h - 16h LUN À VEN / MON TO FRI (recto / verso),,,60,8,16,8,1,1,1,1,1,,,,,,,
PS2217,Stat. 60 min 8h - 18h (fl. ga.),,,60,8,18,10,,,,,,,,1,,,,
PP1033,Stat. int. 8h - 20h MAR-JEU-SAM (fl. dou.),,,,8,20,12,,1,,1,,1,,,,,,
PS4413,Stat. 60 min 8h - 18h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dou.) (vert),,,60,8,18,10,1,1,1,1,1,,,,,,permit,A3-3
PS1972,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5A (fl. dr.) (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,5A
PS1972,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5A (fl. dr.) (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,5A
PD1034,Stat. int. DÉBARCADÈRE 7h - 11h LUN À VEN (recto / verso),,,,7,11,4,1,1,1,1,1,,,,,,dropoff,
PP1515,Stat. int. 7h30 - 18h30 LUN À VEN (fl. dr.),,,,7.5,18.5,11,1,1,1,1,1,,,,,,,
PS2145,Stat. 15 min 7h - 17h LUN À VEN (fl. dr.),,,15,7,17,10,1,1,1,1,1,,,,,,,
PA1205,Arrêt int. 15h - 18h LUN À VEN (fl dr.),,,,15,18,3,1,1,1,1,1,,,,,,,
PA1212,Arrêt int. 7h - 17h30 LUN À VEN (fl. dr.),,,,7,17.5,10.5,1,1,1,1,1,,,,,,,
PS2641,Stat. 10 min 8h - 20h (fl. ga.),,,10,8,20,12,,,,,,,,1,,,,
PS1161,Stat. 10 min 9h - 17h LUN À SAM (fl. ga.),,,10,9,17,8,1,1,1,1,1,1,,,,,,
PS2372,Stat. 60 min 9h - 18h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 10 (bleu),,,60,9,18,9,1,1,1,1,1,,,,,,permit,10
PD1541,Stat. int. DÉBARCADÈRE BUS - passagers 10 min (fl. ga.),,,10,,,,,,,,,,,1,,,dropoff,
PS4813,Stat. 10 min 7h - 11h LUN À VEN (fl. dou.),,,10,7,11,4,1,1,1,1,1,,,,,,,
PS2563,Stat. 60 min 9h - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,60,9,17,8,1,1,1,1,1,,,,,,permit,7
PP2671,Stat. int. (fl. ga.) EXCEPTÉ PERMIS ZONE 24 (brun),,,,,,,,,,,,,,,,,permit,24
PP1613,Stat. int. EXCEPTÉ BUS 60 min (fl. dou.),,,60,,,,,,,,,,,1,,,bus,
PS2269,Stat. 120 min 8h - 23h (fl. dou.),,,120,8,23,15,,,,,,,,1,,,,
PP1694,Stat. int. AUX AUTOBUS ET MINIBUS (fl. ga.),,,,,,,,,,,,,,1,,,bus,
PS1011,Stat. 10 min (fl. ga.),,,10,,,,,,,,,,,1,,,,
PD1031,Stat. int. DÉBARCADÈRE 7h - 11h LUN À VEN  (fl. ga.),,,,7,11,4,1,1,1,1,1,,,,,,dropoff,
PP1201,Stat. int. 8h - 20h MAR-JEU-SAM 1er DÉC AU 1er AVRIL (fl. ga.),12-01,04-01,,8,20,12,,1,,1,,1,,,,,,
PP1809,Stat. int. 9h - 17h LUN À VEN (fl. dou.),,,,9,17,8,1,1,1,1,1,,,,,,,
PS2493,Stat. 90 min 9h - 15h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,90,9,15,6,1,1,1,1,1,,,,,,permit,7
PP1102,Stat. int. 8h - 16h MAR-JEU (fl. dr.),,,,8,16,8,,1,,1,,,,,,,,
PS2366,"Stat. int. 22h - 6h, stat. 90 min 9h - 22h (fl. dou.) EXCEPTÉ PERMIS ZONE 9 (rouge)",,,,22,,8,,,,,,,,1,,,permit,9
PS2366,"Stat. int. 22h - 6h, stat. 90 min 9h - 22h (fl. dou.) EXCEPTÉ PERMIS ZONE 9 (rouge)",,,90,9,22,13,,,,,,,,1,,,permit,9
PS2682,Stat. 90 min 9h - 15h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 3 (vert),,,90,9,15,6,1,1,1,1,1,,,,,,permit,3
PP2406,Stat. int. 11h - 16h (fl. do),,,,11,16,5,,,,,,,,1,,,,
PP1402,Stat. int. remorquage à vos frais (fl. dr.),,,,,,,,,,,,,,1,,,,
PP1015,Stat. int. 16h - 18h LUN À VEN (fl. dr.),,,,16,18,2,1,1,1,1,1,,,,,,,
PP2321,Stat. int. excepté pour personnes atteintes de déficience physique 3h  (fl. ga.),,,180,,,,,,,,,,,1,,,handicap,
PS2334,Stat. 90 min 9h - 19h LUN À VEN (fl.ga.),,,90,9,19,10,1,1,1,1,1,,,,,,,
PS2212,Stat. 30 min 9h - 15h LUN À VEN (fl. dr.),,,30,9,15,6,1,1,1,1,1,,,,,,,
PP3301,Stat. int. 8h - 18h LUN-MER-VEN 15 NOV AU 31 MARS (fl. ga),11-15,03-31,,8,18,10,1,,1,,1,,,,,,,
PP2540,Stat. int. DE CE CÔTÉ  EXCEPTÉ PERMIS ZONE 7 (jaune) (recto / verso),,,,,,,,,,,,,,1,,,permit,7
PP1526,Stat. int. SAUF DÉTENTEURS DE VIGNETTES (fl. dou.),,,,,,,,,,,,,,1,,,permit,
PP2276,Stat. int. 15 NOV AU 15 AVRIL (fl. dou.),11-15,04-15,,,,,,,,,,,,1,,,,
PS2224,Stat. 15 min 8h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,15,8,16,8,1,1,1,1,1,,,,school,,,
PS3166,Stat. 120 min 8h - 18h LUN À SAM (fl. dou.),,,120,8,18,10,1,1,1,1,1,1,,,,,,
PP2423,Stat. int. 0h - 6h LUN-MER-VEN (fl. dou.),,,,0,6,6,1,,1,,1,,,,,,,
PP1326,Stat. int. 8h - 17h LUN À VEN (fl. dou.),,,,8,17,9,1,1,1,1,1,,,,,,,
PS2701,Stat. 60 min 9h - 18h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 27 (jaune),,,60,9,18,9,1,1,1,1,1,,,,,,permit,27
PS7601,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-16 (vert),,,,,,,,,,,,,,1,,,permit,A3-16
PP2913,Stat. int. aux camions 22h - 7h (fl. dou.),,,,22,,9,,,,,,,,1,,,truck,
PP1343,Stat. int. 8h - 18h LUN À VEN (fl. dou.),,,,8,18,10,1,1,1,1,1,,,,,,,
PP1329,Stat. int. 8h - 18h LUN-MER-VEN-DIM (fl. dou.),,,,8,18,10,1,,1,,1,,1,,,,,
PP1011,Stat. int. (fl. ga.),,,,,,,,,,,,,,1,,,,
PP1710,Stat. int. DANS LA RUELLE (recto / verso),,,,,,,,,,,,,,1,,,,
PP2705,Stat. int. 13h - 16h LUN À VEN (fl. dr.),,,,13,16,3,1,1,1,1,1,,,,,,,
PD1512,Stat. int. DÉBARCADÈRE 9h - 15h LUN À SAM (fl. dr.),,,,9,15,6,1,1,1,1,1,1,,,,,dropoff,
PP2006,Stat. int. 8h - 17h LUN-MER-VEN (fl. dou.),,,,8,17,9,1,,1,,1,,,,,,,
PP1013,Stat. int. (fl. dou.),,,,,,,,,,,,,,1,,,,
PA2085,Arrêt int. 7h30 - 16h LUN À VEN PÉRIODE SCOLAIRE EXCEPTÉ BUS (fl. ga.),,,,7.5,16,8.5,1,1,1,1,1,,,,school,,bus,
PS2511,Stat. 60 min 9h - 18h LUN À VEN (fl. ga.),,,60,9,18,9,1,1,1,1,1,,,,,,,
PP1222,Stat. int. 8h - 16h LUN-MER-VEN (fl. dr.),,,,8,16,8,1,,1,,1,,,,,,,
PD1185,Stat. int. DÉBARCADÈRE 15 min LUN À VEN (fl. dr.),,,15,,,,1,1,1,1,1,,,,,,dropoff,
PA1224,Arrêt int. 7h - 9h 15h - 18h LUN À VEN (fl. ga.),,,,7,9,2,1,1,1,1,1,,,,,,,
PA1224,Arrêt int. 7h - 9h 15h - 18h LUN À VEN (fl. ga.),,,,15,18,3,1,1,1,1,1,,,,,,,
PA1213,Arrêt int. 7h - 17h30 LUN À VEN (fl. dou.),,,,7,17.5,10.5,1,1,1,1,1,,,,,,,
PA1222,"Arrêt int. 7h - 9h, 15h - 17h30 LUN À VEN (fl. dr.)",,,,7,9,2,1,1,1,1,1,,,,,,,
PA1222,"Arrêt int. 7h - 9h, 15h - 17h30 LUN À VEN (fl. dr.)",,,,15,17.5,2.5,1,1,1,1,1,,,,,,,
PS7904,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE 9(rouge),,,,,,,,,,,,,,1,,,permit,9
PP1636,Stat. int. 0h01 - 7h LUN-MER-VEN 15 NOV AU 15 AVRIL( fl. dou.),11-15,04-15,,0,7,7,1,,1,,1,,,,,,,
PS2526,Stat. 60 min 8h - 20h LUN-MER-VEN (fl. dou.),,,60,8,20,12,1,,1,,1,,,,,,,
PP1318,Stat. int. 8h - 18h MAR-JEU 15 NOV AU 15 AVRIL (fl. dr.),11-15,04-15,,8,18,10,,1,,1,,,,,,,,
PS2108,Stat. 120 min 9h - 17h LUN À VEN (fl. dr.),,,120,9,17,8,1,1,1,1,1,,,,,,,
PP2379,Stat. int. 1er AVRIL AU 30 NOV (fl. dou.),04-01,11-30,,,,,,,,,,,,1,,,,
PA1992,Arrêt int. EXCEPTÉ DÉBARCADÈRE 9h - 11h (fl. dr.),,,,9,11,2,,,,,,,,1,,,dropoff,
PP1323,Stat. int. 8h - 16h LUN À VEN (fl. dou.),,,,8,16,8,1,1,1,1,1,,,,,,,
PA7031,Arrêt int. ARRÊT D'AUTOBUS 15h - 19h LUN À VEN (fl. ga.) RTC,,,,15,19,4,1,1,1,1,1,,,,,,bus,
PP2609,Stat. int. 8h - 16h MERCREDI (fl.dou),,,,8,16,8,,,1,,,,,,,,,
PS2362,"Stat. int. 22h - 6h, stat. 90 min 9h - 22h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 9 (rouge)",,,,22,,8,,,,,,,,1,,,permit,9
PS2362,"Stat. int. 22h - 6h, stat. 90 min 9h - 22h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 9 (rouge)",,,90,9,22,13,1,1,1,1,1,,,,,,permit,9
PP2224,Stat. int. 7h - 17h LUN-MER-VEN (fl. ga.),,,,7,17,10,1,,1,,1,,,,,,,
PA1193,"Arrêt int. 7h30 - 9h, 16h - 18h LUN À VEN (fl. dou.)",,,,7.5,9,1.5,1,1,1,1,1,,,,,,,
PA1193,"Arrêt int. 7h30 - 9h, 16h - 18h LUN À VEN (fl. dou.)",,,,16,18,2,1,1,1,1,1,,,,,,,
PP1124,Stat. int. 8h - 20h LUN-MER-VEN (fl. ga.),,,,8,20,12,1,,1,,1,,,,,,,
PP2373,Stat. int. 15 AVRIL AU 15 OCT (fl. dou.),04-15,10-15,,,,,,,,,,,,1,,,,
PP1616,Stat. int. 7h30 - 8h LUN À VEN 1er AVRIL AU 15 NOV (fl. dou.),04-01,11-15,,7.5,8,0.5,1,1,1,1,1,,,,,,,
PP1241,Stat. int. EXCEPTÉ VÉHICULES IMMATRICULÉS CC - CD OU AVEC VIGNETTES REMORQUAGE (fl. ga.) (Cons. des États-Unis),,,,,,,,,,,,,,1,,,embassy,
PS1123,Stat. 60 min 9h30 - 16h LUN À VEN (fl. dou.),,,60,9.5,16,6.5,1,1,1,1,1,,,,,,,
PP1735,Stat. int. excepté pour personnes atteintes de déficience physique 30 min (fl. ga.),,,30,,,,,,,,,,,1,,,handicap,
PD1505,Stat. int. DÉBARCADÈRE 6h - 17h LUN À VEN (fl. dr.),,,,6,17,11,1,1,1,1,1,,,,,,dropoff,
PS2692,Stat. 60 min 9h - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 26 (gris),,,60,9,17,8,1,1,1,1,1,,,,,,permit,26
PS2852,Stat. 120 min 8h - 16h MAR-JEU (fl. dr.),,,120,8,16,8,,1,,1,,,,,,,,
PS3169,Stat. 120 min 8h - 20h LUN À SAM (fl. dou.),,,120,8,20,12,1,1,1,1,1,1,,,,,,
PS2512,Stat. 60 min 9h - 18h LUN À VEN (fl. dr.),,,60,9,18,9,1,1,1,1,1,,,,,,,
PS2533,Stat. 90 min 9h - 18h LUN À VEN (fl. dou.),,,90,9,18,9,1,1,1,1,1,,,,,,,
PP2306,Stat. int. MAR-JEU-SAM 15 NOV AU 15 AVRIL (fl. dou.),11-15,04-15,,,,,,1,,1,,1,,,,,,
PS1111,Stat. 120 min (fl. ga.),,,120,,,,,,,,,,,1,,,,
PS2551,Stat. 10 min 7h - 18h LUN À VEN (fl. ga.),,,10,7,18,11,1,1,1,1,1,,,,,,,
PS1606,"Stat. 90 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dr.)",,,90,9,12,3,1,1,1,1,1,,,,,,,
PS1606,"Stat. 90 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dr.)",,,90,13.5,17,3.5,1,1,1,1,1,,,,,,,
PP0911,Stat. int. SUR 5 MÈTRES (fl. ga.),,,,,,,,,,,,,,1,,,distance_5m,
PS1054,Stat. 10 min 7h30 - 16h LUN À VEN (fl. ga.),,,10,7.5,16,8.5,1,1,1,1,1,,,,,,,
PP2404,Stat. int. 11h - 16h (fl. ga.),,,,11,16,5,,,,,,,,1,,,,
PP1514,Stat. int. 7h30 - 18h30 LUN À VEN (fl. ga.),,,,7.5,18.5,11,1,1,1,1,1,,,,,,,
PS2483,Stat. 90 min 9h - 17h LUN À VEN  (fl. dou.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,90,9,17,8,1,1,1,1,1,,,,,,permit,7
PP1621,Stat. int. EXCEPTÉ BUS 120 min (fl. ga.),,,120,,,,,,,,,,,1,,,bus,
PP1432,Stat. int. 7h30 - 17h LUN À VEN (fl. dr.),,,,7.5,17,9.5,1,1,1,1,1,,,,,,,
PP1161,Stat. int. EN AUTRE TEMPS (fl. ga.),,,,,,,,,,,,,,1,,,,
PS1981,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5B (fl. ga.) (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,5B
PS1981,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5B (fl. ga.) (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,5B
PA7017,Arrêt int. ARRÊT D'AUTOBUS 15h - 18h LUN À VEN (fl. ga.) RTC,,,,15,18,3,1,1,1,1,1,,,,,,bus,
PP1906,Stat. int. 10h - 16h  (fl. dou.),,,,10,16,6,,,,,,,,1,,,,
PP1393,Stat. int. 8h - 18h LUN À VEN PÉRIODE SCOLAIRE (fl. dou.),,,,8,18,10,1,1,1,1,1,,,,school,,,
PS2762,Stat. 60 min 9h - 19h (fl. dr.) EXCEPTÉ PERMIS ZONE 15 (violet),,,60,9,19,10,,,,,,,,1,,,permit,15
PP1121,"Stat. int. 8h-20h,lu-me-ve (fl. ga.)",,,,8,20,12,1,,1,,1,,,,,,,
PS8006,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-14 (violet),,,,,,,,,,,,,,1,,,permit,A3-14
PP2112,Stat. int. 8h - 16h LUN À VEN EXCEPTÉ BUS PÉRIODE SCOLAIRE (fl. dr.),,,,8,16,8,1,1,1,1,1,,,,school,,bus,
PS1873,Stat. 30 min 8h - 18h MAR-JEU (fl. dou.),,,30,8,18,10,,1,,1,,,,,,,,
PS2318,Stat. 60 min 9h - 20h (fl. dr.),,,60,9,20,11,,,,,,,,1,,,,
PP1308,Stat. int. 8h - 20h LUN-MER-VEN 15 NOV AU 31MARS (fl. dr.),11-15,03-31,,8,20,12,1,,1,,1,,,,,,,
PP1508,Stat. int. 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,,,,,,,,,,,1,,,,
PA2072,Arrêt int. 7h30 - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,,7.5,16,8.5,1,1,1,1,1,,,,school,,,
PP2742,Stat. int. EN AUTRE TEMPS (fl. dr.) EXCEPTÉ PERMIS ZONE 8 (brun),,,,,,,,,,,,,,1,,,permit,8
PS2336,Stat. 90 min 9h - 19h LUN À VEN (fl.dou.),,,90,9,19,10,1,1,1,1,1,,,,,,,
PP1935,Stat. int. LUN À VEN (fl. dr.),,,,,,,1,1,1,1,1,,,,,,,
PD1543,Stat. int. DÉBARCADÈRE BUS - passagers - 10 min (fl. dou.),,,10,,,,,,,,,,,1,,,dropoff,
PS2012,2 hres 9h-17h Lun-Ven (Droite) / Stationnement permis.,,,120,9,17,8,1,1,1,1,1,,,,,,,
PA7033,Arrêt int. ARRÊT D'AUTOBUS 15h - 19h LUN À VEN (fl. dou.) RTC,,,,15,19,4,1,1,1,1,1,,,,,,bus,
PP2311,Stat. int. excepté pour personnes atteintes de déficience physique 8h - 18h LUN À VEN (fl. ga.),,,,8,18,10,1,1,1,1,1,,,,,,handicap,
PP1169,Stat. int. 8h - 17h 1er SEP AU 1er JUILL (fl. dou.) (Ville Ancienne-Lorette),09-01,07-01,,8,17,9,,,,,,,,1,,,,
PP1019,Stat. int. 7h - 19h LUN À VEN (fl. dou.),,,,7,19,12,1,1,1,1,1,,,,,,,
PS2517,Stat. 60 min 8h - 16h LUN À VEN (fl. ga.),,,60,8,16,8,1,1,1,1,1,,,,,,,
